,Unnamed: 0.1,Unnamed: 0,Text,socialMediaAbuse,twitterHateSpeech,tweets_reese_socialMediaAbuse,tweets_reese_twitterHateSpeech
8156,8156,8156,"@notcapnamerica Clearly….
#AngelReese 🏆 https://t.co/04Cw9YTqKR","[6076, 3730, 7651, 951, 8232]","[2395, 1100, 2393, 4947, 4549]",1,2
8157,8157,8157,"#AngelReese  &amp; #LSU showed every little girl that #CaitlinClark brought to the TV screen exactly how NOT to act.  They literally made themselves enemies to families across America.  They know gold &amp; purple now, but it's to show their kids how not to act.
https://t.co/SDWFRl4d81","[6047, 29, 8488, 4713, 5527]","[6499, 19440, 9676, 16462, 8000]",0,0
8159,8159,8159,"First #angelreese, then @BiancaBelairWWE and now @WWERomanReigns. Tonight's the night for us Coloreds! We up! 🤣🤣🤣🤣","[2517, 5537, 4601, 1788, 2192]","[4929, 18244, 16025, 19132, 15223]",0,0
8160,8160,8160,L S UUUU!!!!! 🎉🍾🏀 🐯 #LSU #Champs #MarchMadness #FinalFour2023 #TIGERS #AngelReese #MVP #NCAA #nil #WBB @LSUwbkb @LSU @MarchMadnessWBB https://t.co/JN4jqDdIME,"[6190, 3679, 3922, 2146, 7804]","[842, 724, 24711, 11747, 12296]",1,2
8161,8161,8161,@EmmanuelAcho Bro now you know these saltines gone defend they ppl &amp; we gone defend ours too. Stay in ur bag #AngelReese,"[6247, 5392, 1052, 6934, 6190]","[4115, 7868, 9513, 1398, 7223]",1,0
8162,8162,8162,RING HERRR!!! #AngelReese,"[6076, 951, 2517, 7651, 7447]","[7768, 19522, 15709, 126, 14125]",1,2
8163,8163,8163,"@kingbob510 Good, then @Classless #AngelReese can support you. Leave me out of your disingenuous life.","[6076, 1143, 6248, 7651, 951]","[14542, 14710, 2824, 3236, 19748]",0,1
8165,8165,8165,@Reese10Angel why? To a 14 year old fan who happens also to be an Iowa fan. Want to be a role model?? Grow up. You can have all the talent in the world and still be a disappointment. WWJD #AngelReese #NCAAWBB #KimMulkey https://t.co/68gng43gnL,"[6190, 2852, 735, 3922, 5172]","[5305, 6681, 6178, 731, 842]",0,2
8166,8166,8166,It's always a double standard with us. We live it every day. I don't think in my lifetime I will ever see change. We are all God's children and will be judge the same....regardless of skin color. #LSU #nationalchampions #wbb #ncaa #espn #womensbasketball #angelreese,"[4643, 8159, 6976, 6190, 6828]","[10021, 21110, 23340, 24098, 1227]",1,2
8167,8167,8167,Where was the outrage when @CaitlinClark22 did this to @GamecockWBB ? but #angelreese gave her a dose of her own medicine and everyone is in an uproar!!! #itsracist https://t.co/AkNMAfdd6S,"[6076, 951, 5825, 7651, 8426]","[7768, 16462, 1295, 15697, 14122]",0,0
8168,8168,8168,"@happyfan61 @orfling I don’t care a thing about a game that was played on Friday. Don’t even know what you’re talking about. 

Stay on topic. What #AngelReese did today is an embarrassment. It was #immature #classless and #taunting and she needs to grow up.","[2455, 951, 7135, 214, 5371]","[7768, 14192, 19431, 19203, 16840]",0,0
8169,8169,8169,"Team @Reese10Angel and EFF anyone who doesn’t like it… she’s a black queen, a black ball player, a black record breaker, and above ALL… she’s a WINNER!!! #LSU #LSUBasketball #LSUvIowa #AngelReese #BayouBarbie","[2026, 2852, 6190, 5865, 6234]","[3751, 12296, 16138, 5305, 2723]",1,2
8170,8170,8170,#FinalFour #IowaWBB #CaitlinClark #AngelReese @IowaWBB @uiowa #classless #class https://t.co/QpUAvGN4yn,"[6348, 2235, 5003, 3886, 6190]","[6293, 731, 1541, 1378, 6178]",0,0
8171,8171,8171,"I feel the ppl hating on Angel Reese  @Reese10Angel  are just petty and mad cuz they can’t be her , she’s a beast on and off that court she deserves everything positive coming her way hopefully it’s that trophy 🏆 
#AngelReese","[7272, 5826, 6991, 6777, 186]","[16993, 7768, 10485, 5479, 9683]",1,2
8172,8172,8172,"It seems not enough people have heard the phrase...

""Don't start no shit, won't be no shit"" 

#LSUWBB 
#AngelReese https://t.co/209jDq1QGe","[7128, 3232, 3193, 2852, 6190]","[8393, 23654, 9052, 1488, 18454]",1,2
8173,8173,8173,It’s called bragging rights for a reason😂🤷🏼‍♂️ #AngelReese,"[951, 6076, 5876, 7785, 1257]","[7768, 23916, 19569, 14125, 23657]",1,2
8174,8174,8174,Idk if y’all mad or racist because Catilyn did the exact same thing but y’all praising her ? Bozos 😭 #CaitlinClark #AngelReese,"[2665, 2691, 2455, 2795, 5537]","[2720, 16993, 24004, 1445, 2127]",1,1
8175,8175,8175,#AngelReese https://t.co/LVD5oaRjRS,"[3730, 951, 7651, 6076, 7069]","[7768, 14125, 15709, 311, 16851]",1,2
8176,8176,8176,Where is the lie? #AngelReese https://t.co/EcZDbHz6uN,"[3730, 951, 6076, 7651, 2178]","[7768, 24698, 15885, 12687, 1872]",1,2
8178,8178,8178,"#AngelReese is getting a lot more coverage for her ""you can't see me"" than @JohnCena got last night at #WrestleMania","[5537, 2691, 3976, 951, 2026]","[14315, 2629, 758, 16025, 5949]",1,2
8179,8179,8179,Everybody sticking their foot in they mouth tryna call out #AngelReese quickly realizing that #CaitlinClark had already done the same thing. Be better. This is no different than what the men do every night. FOH let them women play and talk ALL that shit! This is basketball 😤,"[4643, 1594, 4882, 910, 7965]","[758, 7638, 1398, 20153, 2484]",1,2
8180,8180,8180,"#NCAAWomensChampionship #iowawomensbasketball #lsuwomensbasketball it’s cool when 
#CaitlynClark does it but it’s a problem when #AngelReese does it 😂","[6190, 3922, 5785, 2852, 1823]","[842, 9671, 724, 11747, 12657]",0,1
8181,8181,8181,@ryan_law @bigashlol #AngelReese DID gain lots of fans today!  Whether she did or didn’t she is Unapologetically herself. I LOVE that about her.,"[2691, 951, 2665, 197, 8086]","[3941, 4681, 17208, 3236, 2392]",1,2
8182,8182,8182,"As far as I'm concerned with the fake outrage so far over #AngelReese ...
F**k anybody dissing.","[7651, 951, 6076, 3730, 5617]","[7768, 14125, 15709, 19280, 757]",0,0
8183,8183,8183,Message to all good &amp; great competitors....#CaitlinClark #LSUWBB #lsuvsiowa #AngelReese https://t.co/INt6KpYFJK,"[174, 2068, 3922, 394, 3679]","[8393, 16409, 12296, 22319, 16138]",1,2
8184,8184,8184,@Reese10Angel #AngelReese 💯🏆#BlackGirlMagic 🙌🏾🏆,"[2665, 1748, 5826, 992, 7978]","[6950, 3136, 6515, 5730, 1258]",1,2
8185,8185,8185,"#whiteprivilege at its best... #CaitlinClark 
#IowaBasketball 
#basketball 
#lsuvsiowa #WomansFinalFour #lsuwomensbasketball #AngelReese CONGRATS https://t.co/0pcTOBHkrY","[6190, 3922, 2852, 5865, 7804]","[842, 11747, 731, 12657, 9671]",1,0
8186,8186,8186,"TOSE 🥰 
Tele :https://t.co/NRbaVEq2Pf

#WrestleMania #AngelReese 
#Roman #Shane #Reese https://t.co/6XXL24D0Q8","[2517, 3281, 536, 1858, 1788]","[18018, 1515, 16025, 2397, 19218]",1,2
8187,8187,8187,"Look at this... 👀
 https://t.co/RpjPV3LGjM via @pinterest 

#Shane #Snoop #Clark #Bianca #AngelReese #WrestleMania📷 #Gunther #Sheamus #Murray #Bunting #yesdaddy #Potter #Chelsea #Newcastle #NEWMUN #BBTitans #MuslimMuslim #EnriqueAlfaro","[4218, 5211, 2779, 2045, 3408]","[998, 660, 20921, 3948, 1069]",0,1
8188,8188,8188,This tweet aged well. #IowaWBB #LSUWBB #lsuvsiowa #WFinalFour #MarchMadness #marchsadness #CaitlinClark #AngelReese https://t.co/5xCKJ9CJMA,"[6190, 1053, 2852, 5101, 5977]","[1387, 23433, 3896, 9671, 16201]",1,2
8189,8189,8189,"Somebody play “it’s cool when they do it, it’s a problem when i do it… FUCK EM” #LSUBasketball #CaitlanClark #AngelReese https://t.co/Yf2iXySpha","[4238, 6190, 7539, 3679, 89]","[16138, 622, 20586, 8393, 12296]",0,0
8190,8190,8190,Representation matters💛💜 #AngelReese #LSU #LSUBasketball,"[5865, 7522, 7804, 5785, 6190]","[842, 22211, 724, 11747, 12657]",1,2
8191,8191,8191,Do ya thang #AngelReese https://t.co/CshU54RvRz,"[951, 7651, 3730, 6076, 4686]","[7768, 19522, 1810, 14125, 15380]",1,2
8192,8192,8192,#AngelReese 👏🏾👏🏾👏🏾👏🏾👏🏾 https://t.co/ojiSyZPzf0,"[951, 3730, 7651, 6076, 4686]","[7768, 14125, 14191, 311, 15709]",1,2
8193,8193,8193,How y’all gone say Angel has “ No Class “ what y’all said when Clark did it yesterday??? &amp; Nobody cares if she by herself she knew that before it was time to play that she was the best her team had. So zipp it &amp; clap for shawty 👏👏👏👏👏!! #AngelReese #LSUBasketball,"[951, 3922, 6190, 1327, 5527]","[7768, 1398, 758, 9248, 8393]",1,2
8194,8194,8194,"Get to know Angel Reese, the star who led LSU to the national championship with her jaw-dropping plays and unwavering determination! Check out this post for more: [Link] #AngelReese #LSU #NCAAW","[2026, 754, 2751, 3462, 392]","[16138, 14832, 6499, 17778, 17995]",1,2
8195,8195,8195,#AngelReese 👏🏽🙌🏽👏🏽🙌🏽 #BlackGirlMagic,"[6076, 3730, 951, 8203, 2665]","[19522, 837, 7768, 6638, 1258]",1,2
8196,8196,8196,#bayouBarbie ⚜️ #LSU #AngelReese #geauxtigers #ncaachampion 🐯 #ncaa https://t.co/HQrbkYV3Uf,"[6190, 7804, 6047, 3679, 7522]","[842, 724, 11747, 12657, 9671]",1,2
8197,8197,8197,"Angel Reese is a bright young woman.

She’s not  dumb
She’s not naive.

There is a significant difference between celebrating and taunting.

And ALL of us have gotten caught up in a moment and transitioned from the former to the latter.

That’s part of being young.

#AngelReese","[5529, 5826, 1748, 3730, 951]","[13644, 7768, 13611, 22873, 1082]",1,2
8198,8198,8198,#ANGELREESE 💰,"[951, 6076, 3730, 7651, 2517]","[7768, 19522, 827, 837, 14125]",0,2
8199,8199,8199,Pull her NIL since she has no class #AngelReese,"[3187, 5658, 417, 5003, 214]","[18257, 24506, 7768, 1509, 21290]",0,0
8200,8200,8200,"All I'm seeing all over Twitter is #lsuvsiowa and #AngelReese #CaitlinClark 

I'm just sitting here thinking, most of the time everyone says they ""don't care"" about women's basketball and it's ""boring"". 

Reese and Clark seem to have changed that narrative. And I'm here for it","[4643, 4626, 4958, 5865, 7224]","[20153, 16310, 758, 2564, 19431]",1,2
8201,8201,8201,"Angel Reese get backlash all OVER SOCIAL MEDIA #angelreese #caitlinclark #lsu #shortsfeed #shorts
https://t.co/fYBlkc2SQ5","[5527, 7522, 6777, 3384, 8203]","[15251, 660, 20007, 5949, 1180]",0,0
8202,8202,8202,"@KeithOlbermann Actually, it’s one thing I can agree with you on. #AngelReese https://t.co/x25PePHFjQ","[2780, 718, 2312, 5181, 1588]","[1572, 17816, 19446, 3675, 15378]",1,2
8203,8203,8203,Basically the inter-web attacking #ANGELREESE #LSUvIowa #marchmadness2023 https://t.co/QUgKMcpP1l,"[1574, 266, 5082, 216, 7915]","[5981, 259, 1287, 16632, 3275]",0,1
8204,8204,8204,"""It's cool when they do it, it's a problem when I do it"" #finesse2tymes #AngelReese https://t.co/D1CohJOvtf","[125, 6056, 951, 5063, 7050]","[7768, 326, 15544, 263, 24172]",1,2
8205,8205,8205,"Congratulations @LSU @KimMulkey 💜💜💜💛💜💜💜 

#LSUChampions 
#Champions 
#Championship 
#AngelReese
#AlexisMorris
#JasmineCarson","[3922, 627, 754, 6190, 7804]","[4115, 5305, 2588, 724, 1630]",1,2
8206,8206,8206,"“It’s cool when they do it… it’s a problem when we do it… f em. “ -Finese2Times 

Congrats to LSU and #AngelReese . We see you baby girl! Keep doing you. https://t.co/kcf0goyLjR","[6190, 2852, 3679, 3922, 3603]","[12296, 8393, 17778, 7539, 20586]",1,2
8207,8207,8207,Coming to every AAU tournament in America this Spring/Summer. #CaitlinClark #AngelReese https://t.co/s8EXRe4ZlG,"[3922, 4521, 3730, 6105, 3178]","[1704, 19132, 13402, 20581, 6060]",0,2
8208,8208,8208,Lil Jim Carrey looking Caitlin Clark BEEN talking big shit and playing dirty.  Now she lost...boo-hoo GTF over it.  #AngelReese #LSU #Ring #Champions,"[2026, 317, 29, 6777, 8250]","[101, 20761, 12326, 1135, 12448]",0,2
8209,8209,8209,"#angelreese when she saw #caitlinclark go 👋🏽👋🏽👋🏽
#MarchMadness https://t.co/ubcT7tBnHz","[3730, 951, 5537, 6076, 2118]","[7768, 13605, 5949, 19522, 4937]",0,2
8211,8211,8211,Angel Reese is everything that's right about WBB. LOVE her. She is us! #AngelReese 👸🏾🏀🏆 #lsuwomensbasketball,"[2026, 754, 6234, 3922, 2256]","[6499, 11815, 764, 24414, 7768]",1,2
8212,8212,8212,"I get it this is turned into a racial thing. PSA you can say angel was doing too much with her taunt she circled her lol. Clark did and passing. They are very different. And you could have no issues with either one it's part of the game.
#AngelReese #catlinclark #NCAAWBB","[6234, 951, 1603, 6647, 5135]","[7768, 15127, 16981, 758, 7484]",0,2
8214,8214,8214,"John Cena do you see what you’ve started!?

#AngelReese #CaitlinClark #LSU #CollegeBasketball https://t.co/dnjc447JVF","[7746, 1823, 678, 3462, 1080]","[4708, 17995, 1639, 1285, 4115]",1,2
8216,8216,8216,"ITS COOL WHEN THEY DO IT, ITS A PROBLEM WHEN I DO IT, FUCK EM #AngelReese","[951, 7651, 6056, 484, 6076]","[7768, 9284, 23089, 9762, 23018]",0,1
8217,8217,8217,"Angel Reese has the upmost respect from me good win and keep your head high!! Good win ladies lsu #bayobarbie
#AngelReese","[6190, 3922, 1168, 1655, 2852]","[7549, 12296, 1932, 2588, 12445]",1,2
8218,8218,8218,As upset as Clark might be that they lost what might help the situation is if she acknowledged the biased and racist comments Angel is receiving THAT would show good sportsmanship #AngelReese #CaitlinClark,"[4437, 6234, 3976, 7607, 392]","[352, 9368, 6068, 5479, 6075]",1,0
8219,8219,8219,They so mad at Angel Reese but were quiet when Caitlin Clarke did it. Wonder why🤔 #lsuvsiowa #AngelReese #CaitlinClark #NCAAWBB,"[951, 6893, 1168, 7495, 7367]","[9676, 22668, 6499, 99, 2899]",0,2
8220,8220,8220,"If “It’s all good when she does it, but it’s a problem when I do it” was a person‼️#lsuwomensbasketball #LSU #NationalChampionship #angelreese #CaitlynClark https://t.co/4FKLYo17Et","[214, 6333, 7838, 5632, 4643]","[16138, 17778, 21526, 10985, 3070]",1,1
8222,8222,8222,@Reese10Angel I luv #AngelReese but just like a #KimMulkey outfit you can do too much. Have that same energy in the #WNBA,"[5865, 2026, 5632, 8203, 2691]","[2484, 78, 20153, 18581, 1844]",1,1
8223,8223,8223,"#WrestleMania📷 #Clark #Gunther #AngelReese #Sheamus
https://t.co/GaMGaJD7CI","[2045, 724, 2809, 3987, 4686]","[1810, 7139, 9729, 846, 950]",0,2
8224,8224,8224,"Salute you @Reese10Angel I'm not mad at you in my ""Tupac voice"" #LSUWBB #NationalChampions #AngelReese","[3543, 1823, 974, 2663, 29]","[7216, 7215, 6306, 15691, 3046]",1,2
8226,8226,8226,"2nd Quarter is mine!! 
#femalerapper #LSU #AngelReese #JohnCena","[6486, 7336, 2836, 6190, 5527]","[842, 22211, 11747, 724, 807]",1,2
8227,8227,8227,🎉🎉🎉🌹🌹🌹🌹 @Reese10Angel #lsuwomensbasketball #AngelReese #NCAAChampionship https://t.co/iB42tf0C42,"[7804, 7522, 6190, 5865, 2638]","[5305, 11747, 1696, 724, 4115]",1,2
8228,8228,8228,"A psychological study needs to be conducted on the members of the media and fans who are RIGHTLY upset about #AngelReese #taunting Caitlin Clark, but conveniently ignore/justify/excuse #CaitlinClark taunting #HaileyVanLith in the national semifinal game. @MarchMadnessWBB https://t.co/aoscSSSzG5","[7732, 7607, 2455, 4437, 70]","[21581, 16310, 1517, 321, 20993]",0,2
8229,8229,8229,"Whew!! But we already know what time y'all racists be on. May #angelreese never change! We love, lil sis!!","[7581, 7978, 155, 4776, 7192]","[966, 6247, 3212, 19176, 22427]",1,0
8230,8230,8230,Caitlin Clark REACTS To Angel Reese CLASSLESS Taunting https://t.co/dBq3xlpe10 via @YouTube #CaitlanClark #lsu #NCAA #MarchMadness  #AngelReese #espn #nba https://t.co/rxDa1YidbR,"[2026, 1057, 332, 697, 5537]","[6499, 14832, 17995, 272, 99]",0,0
8231,8231,8231,"NCAA Womens Basketball Champions | LSU Tigers💜💛🏆
✨https://t.co/67aZ4GCBKC✨
#croccharms #LSU #geauxtigers #kimmulkey #caitlinclark  #ncaawomensbasketball #alexismorris #angelreese #jasminecarson #noclass #classless https://t.co/XNIVeXXpGd","[7804, 8193, 6047, 4643, 5865]","[724, 11747, 12657, 842, 24711]",1,1
8232,8232,8232,"Isn’t it amazing how there always seems to be 2 grading systems 🤦🏾‍♂️ #angelreese #lsuvsiowa Was it #classless when Caitlin Clark threw the ball outta bounds? No disrespect to her, but @EmmanuelAcho is right, let ‘em play.","[6913, 2666, 5865, 332, 3462]","[13954, 8393, 6499, 19650, 13796]",0,2
8233,8233,8233,"If you watched Iowa beat South Carolina in the women's tourney, and:

Said nothing about Caitlin Clark's behavior, but:

Are saying anything negative about Angel Reese tonight...

Ask why. Then do better.

#NCAATournament #NCAAWBB #LSU #Iowa #AngelReese #CaitlinClark #womensbball https://t.co/QnRBrmNCwl","[6234, 4716, 2026, 5528, 392]","[8281, 7484, 14832, 6499, 9881]",1,2
8234,8234,8234,LSU’s Angel Reese gives Iowa’s Caitlin Clark taste of her own medicine in national title win 🎉👀 #angelreese #caitlinclark  #LSUBasketball https://t.co/GlgB5H1Dbj,"[6190, 3922, 2026, 2852, 6234]","[12296, 17995, 6499, 7549, 842]",1,2
8235,8235,8235,The truth of the matter is the uproar over #CaitlanClark and #AngelReese would be a #nonissue if it had happened in the #mens #Finalfour! Women play hard sports! #getoverit,"[2273, 3700, 1902, 3230, 2691]","[20383, 4957, 758, 757, 19349]",1,2
8237,8237,8237,@SportsCenter I mean ….. isn’t she supposed let them know what she’s there for??? #AngelReese #BlackGirlMagic,"[661, 2691, 2665, 4321, 5632]","[3892, 1445, 3941, 4681, 13564]",1,2
8239,8239,8239,"If you think Angel Reese, is even on the same playing field as Caitlin Clark, you shouldn’t be able to speak about basketball. 🤦‍♂️ #LSUBasketball #IowaBasketball #CaitlanClark #AngelReese #womensbasketball #ncaawomensbasketball","[5865, 5826, 6234, 2026, 6777]","[6499, 16138, 2484, 14832, 8216]",0,2
8240,8240,8240,You just proved  to the whole world you are just as big of jerk as the person you despise the most(Trump). Doesn’t take much👋🏽 #AngelReese,"[510, 7868, 4863, 1342, 150]","[8519, 7768, 10306, 11997, 3965]",0,1
8241,8241,8241,"So @KeithOlbermann felt that it was ok to call #AngelReese, a young Black woman, a ""fucking idiot"". No matter how cool someone seems, the real them eventually comes out 🤬","[2273, 6076, 7868, 959, 661]","[3671, 19057, 19839, 7768, 15618]",0,0
