,Unnamed: 0.1,Unnamed: 0,Text,socialMediaAbuse,twitterHateSpeech,tweets_clark_socialMediaAbuse,tweets_clark_twitterHateSpeech
6489,6489,6489,"@keithboykin #JillBiden #Hawkeyes #CaitlinClark #ParticipationTrophies
#Eagles #Chiefs #LSUWBB https://t.co/QsDl7vZhtw","[1823, 2809, 724, 4601, 2045]","[18941, 1728, 15762, 5058, 6178]",0,2
6490,6490,6490,"Couple of @CaitlinClark22 wallpapers I made.💛

Feel free to save them if you like!! #Hawkeyes @IowaWBB #CaitlinClark https://t.co/teYSORrVbd","[2146, 2577, 789, 8227, 4092]","[5744, 18741, 1197, 17520, 5993]",1,2
6491,6491,6491,"Stephen A. addresses whether Angel ...
 
https://t.co/QqEe1nPJdf
 
#AngelReese #AngelReeseCaitlinClark #AngelReeseInterview #CaitlinClark #CaitlinClarkIowa #ChineyOgwumike #Espn #EspnFirstTake #FemaleCelebrities #FirstTake #FirstTakeEspn #FirstTakeFull #FirstTakeFullShow https://t.co/YH6oKfPwTY","[951, 8426, 3730, 7651, 6076]","[7768, 18244, 16462, 1626, 3140]",0,2
6492,6492,6492,Is this grandpa invited to your cookout ? 🤣🤣 👨🏾#atlerob #trending #comedy #CaitlinClark https://t.co/AB7PnCyzcB,"[2557, 3622, 7070, 5922, 7172]","[4950, 15644, 21913, 12566, 14665]",1,2
6493,6493,6493,"@TRGames93 @TheHomieJoker @BleacherReport @OTLonESPN She needs to visit the Food Bank in Iowa where Caitlin Clark volunteers at and raised $22,000 for. #CaitlinClark #FoodBank","[5289, 1347, 5528, 197, 754]","[6291, 13786, 17762, 6388, 3581]",1,2
6494,6494,6494,Don't let #AngelReese and #CaitlinClark distract you from the fact that Little Debbie ain't got absolutely nothing for 50 cents anymore! #NotEvenZebraCakes,"[6465, 4362, 8397, 6053, 6374]","[6257, 1106, 11951, 3414, 1167]",0,2
6495,6495,6495,"@Reese10Angel Poor TCU...they just weren't sympathetic enuff for an invite.
#JillBiden #CaitlinClark #Hawkeyes
#LSUWBB #AngelReese #BayouBarbie #ParticipationTrophies https://t.co/L77X63qops","[3922, 4395, 7224, 2852, 175]","[18635, 14243, 8393, 5774, 6178]",0,2
6496,6496,6496,LSU Angel Reese Did Jill Biden Dirty(?) DECLINES White House Invite &amp; Apology https://t.co/0xzrwtnWn4 via @YouTube  click link to watch #AngelReese #CaitlinClark #lsu #ncaa #whitehouse #JillBiden https://t.co/yyWa4ZCisu,"[6190, 3922, 3976, 8193, 4519]","[12296, 6499, 17778, 8393, 6652]",0,2
6497,6497,6497,I know absolutely nothing about basketball and even less about women's college basketball but I do know this… #CaitlinClark is an absolute class act!,"[5865, 4643, 5528, 1594, 2638]","[19614, 14832, 2484, 6499, 1085]",1,2
6498,6498,6498,Yayo @TonyYayo the originator 💪🏾✊🏾💯😂 @JohnCena @Reese10Angel @CaitlinClark22  #MarchMadness #womensbasketball #PayHomage #AngelReese #CaitlinClark #FinalFour #NationalChampionship https://t.co/VR7PTuSQXW,"[6777, 4474, 754, 6668, 4982]","[3272, 4987, 3236, 3012, 4126]",1,2
6499,6499,6499,"Respect
#AngelReese #CaitlinClark #FinalFour2023 #champion #TrashTalkingTheory https://t.co/M20zbNw85m","[1911, 5159, 4356, 2665, 3093]","[15961, 1601, 7209, 1242, 15377]",0,2
6500,6500,6500,Caitlin Clark against Angel Reese in WWE 2K23🏀🎮#NCAAB #MarchMadness #CaitlinClark #IOWA #AngelReese #LSU #WWE #WWE2K23 https://t.co/egN2jVs3Oy,"[2026, 2068, 5528, 1057, 7119]","[17995, 16025, 5173, 926, 6075]",0,2
6501,6501,6501,Watching certain people suddenly be overly interested in women sports just so that they can hate on a young black woman and defend a young white woman for the same behavior is a sight to be seen. #CaitlinClark #AngelReece,"[4643, 8203, 7732, 3561, 6211]","[17037, 16740, 15088, 1445, 15105]",0,0
6503,6503,6503,"In this video I discuss the double standard between Caitlin Clark and Angel Reese during the NCAA Women's Basketball tournament, tune in and join the conversation!
https://t.co/s6Wo0E9XSE

#plaxtv #caitlinclark #angelreese #doublestandards #racism #womensbasketball https://t.co/P2KGGOe3Lx","[4643, 8203, 4626, 4298, 982]","[11334, 17037, 15088, 6499, 1771]",1,0
6504,6504,6504,@JJMaples55_MST #CaitlinClark  is a class act. Keep your head up girl. We see you!,"[5528, 2455, 2974, 6077, 6348]","[9881, 19899, 17483, 7141, 19748]",1,2
6505,6505,6505,"In a Special Wednesday edition of ""the 3"" on PLAXtv, I discuss the generational talent that is Caitlin Clark, and her importance to women's basketball as a whole, tune in and enjoy!
https://t.co/LWtHr9dtHL

#plaxtv #the3 #caitlinclark #wnba  #womensbasketball #collegebasketball https://t.co/kEDelK1j4Q","[5528, 2026, 8203, 5865, 754]","[12668, 14832, 23954, 20153, 1844]",1,2
6506,6506,6506,"During this segment of #TheKlownHour, @TheYardHBCU and I talked about how this whole thing surrounding Angel Reese and Caitlin Clark's ""Taunt-gate"" is ridiculous. 

(I cussed a lot in this video #sorry)

#AngelReese #CaitlinClark #MarchMadness #finalfour 

https://t.co/sRiDpoLv1d","[3925, 7069, 951, 7453, 6020]","[660, 20007, 16632, 321, 13435]",0,2
6507,6507,6507,It's LSU vs IOWA! Not White vs Black! Let the best trash talker win!!😁 #NCAAWomensChampionship #AngelReese #CaitlinClark #lsuwomensbasketball #LSU #louisiana #MarchMadness #ncaaWBB #NCAA,"[3922, 6190, 2852, 6976, 7573]","[12296, 731, 24669, 24711, 842]",1,1
6508,6508,6508,"GET 
A 
LIFE 
PLZ

#Iowa #CaitlinClark #Hawkeye #LSULadyTigers","[6190, 2852, 789, 4003, 5317]","[6293, 842, 731, 24205, 6178]",0,2
6509,6509,6509,#CaitlinClark is all class. Not many people would have spoken up to defend their rivals. Good on her. Good for women's #basketball.,"[2455, 5865, 5528, 4643, 392]","[15088, 14832, 20761, 17493, 2860]",1,2
6510,6510,6510,I have no dog in this game but if you think that #CaitlinClark isn't the main reason why ratings are so high for #NCAA #womensbasketball games you're delusional. https://t.co/GujzZSYvIE,"[7517, 8350, 5972, 7910, 382]","[5305, 13206, 1517, 14237, 3216]",1,2
6511,6511,6511,Both LSU and Iowa should not be in the White House together. #sports #CollegeBasketball #LSU #LSULadyTigers #AngelReese #CaitlinClark #JillBiden #JoeBiden #WhiteHouse #ESPN #women #basketball #NCAAWomensChampionship #NCAAW #YouTube https://t.co/smMhq7uXD4,"[6190, 2852, 3922, 3702, 7573]","[731, 12296, 24123, 842, 9671]",0,2
6512,6512,6512,"So @DavePortnoyShow et al., please have SEVERAL seats! 😒🙄

#AngelReese #CaitlinClark 

[via @VibeMagazine] 

https://t.co/xdOWe4O1ch https://t.co/YPiYLps7uK","[4601, 754, 4686, 3971, 3730]","[18244, 3236, 20076, 19899, 5993]",0,2
6513,6513,6513,"I do hope that #LSU reconsiders.

Sadly, friends, the moment #AngelReese was vilified for simply doing the same hand gesture as #CaitlinClark, racism set fire to the discussion.  @FLOTUS inadvertently poured gasoline.  

#ShareLove","[6190, 5527, 4737, 3922, 6047]","[17778, 12296, 2588, 6652, 8393]",1,2
6514,6514,6514,"@eddiegabriel923 @jlightsy7 @espn @OTLonESPN #CaitlinClark  has coming out this smelling like a Rose. She's obviously mature enough to realize that it was important to PR manage all of correctly. 

#AngelReese is still spouting off racist nonsense. 

And for the record, they both trash talked all year. One game??? Nope.🤣","[6777, 3976, 5537, 7165, 2691]","[18914, 2720, 3751, 19572, 6075]",0,0
6515,6515,6515,Real recognize real #alexismorris &amp; #CaitlinClark #NCAAWomensChampionship 🏀💯 https://t.co/i2He1pXttx,"[2974, 8193, 7043, 4643, 4226]","[724, 725, 11747, 19839, 842]",1,2
6516,6516,6516,"Sport is sport. There is competition &amp; intensity. It is a part of the game. There is some taunting. If you’re an athlete you know this. Sport is a great equalizer. If you think #AngelReese doesn’t get a pass while #CaitlinClark does, you don’t get sport, or you’re just racist.","[2638, 3588, 2225, 7989, 4643]","[16310, 21002, 1734, 12285, 16995]",1,2
6517,6517,6517,Oh give it a break. #CaitlinClark and #AngelReese will be married within the next five years.,"[4958, 1584, 1748, 3730, 3256]","[9881, 21634, 10837, 17225, 6753]",1,2
6518,6518,6518,"#CaitlinClark said that there was nothing wrong about #AngelReese's celebration and she shouldn't have been criticized for it. 👀 SWIPE 

via @espn
•aintyoumalcom @nojumper https://t.co/VbxtoSqEqA https://t.co/e6DoLiFei9","[8124, 951, 6991, 6914, 2455]","[758, 7768, 14192, 16880, 22975]",1,2
6520,6520,6520,"@NCAA should outlaw bullying taunting by #CaitlinClark #AngelReese as #NFL does. It should be technical foul &amp; disqualification for ONE game. You are adults, amateur players who must respect your opponent and not hurt their feelings. BE KIND!
@CaitlinClark22 @Reese10Angel https://t.co/eq30TulC0c","[4137, 2235, 332, 7838, 7669]","[23393, 16310, 1776, 6042, 15394]",0,0
6521,6521,6521,Episode 270 - What did Angel Reese do? https://t.co/acLwSWRnyt via @YouTube Is the story being overblown and disrespectful to Angel Reese and LSU #AngelReese #LSULadyTigers #IowaWBB #CaitlinClark #podcast #BayouBarbie,"[951, 3730, 6076, 7651, 3256]","[7768, 8950, 2073, 205, 4450]",0,2
6523,6523,6523,"#Caitlin #Clark #CaitlinClark #Swaggyg #Pokemon #PokemonGo #Instinct #InstinctGang
What if Caitlin Clark played Pokemon Go","[4681, 699, 7027, 3427, 5135]","[9881, 19110, 4937, 6479, 11173]",0,2
6524,6524,6524,"@TakeTheBallDeep and @ryanmorgan34 discuss the best week of the year. #Masters2023 @TheMasters @IowaWBB #CaitlinClark #AngelReese @betstamp #podcast #sportsbettingtwitter #podcaster 

 https://t.co/iTtLN6b7rB","[5161, 7838, 2068, 6325, 1717]","[2709, 17877, 6405, 9497, 20254]",1,2
6525,6525,6525,"@lilabbromberg Wow, two legends of the game acknowledging the talent and fearlessness of Caitlin Clark! Can't wait to see her dominate at the next level 🔥🏀 #birdtaurasi #CaitlinClark #futurestar. See my bio bro","[5528, 2665, 2164, 813, 3630]","[4668, 3586, 20777, 6075, 23847]",1,2
6526,6526,6526,"@TheNBACentral @IAMATHLETEpod i said it b4, i'll say it again, like a #kimmulkey outfit u can do 2 much. #AngelReese is doing 2 much!
by the day #CaitlinClark is looking better, pump the brakes sis. 
does she not realize caitlin could be a #WNBA  teammate?
does she realize wnba opponents are waiting on her?","[1512, 2691, 5658, 5528, 5537]","[20153, 14315, 22771, 13751, 4646]",0,2
6527,6527,6527,TEAM ANGEL OR CAITLIN?! (FULL EP TOMORROW: THURSDAY @ 5:30 PM/EST) #angelreese #caitlinclark #basketball #baltimore #baltimoretiktok #collegebasketball #maryland  #iowahawkeyes #lsuwomensbasketball #isutigers https://t.co/6WT3WwuW5s,"[3922, 3730, 2026, 951, 6777]","[2709, 9881, 9497, 22506, 5949]",1,2
6528,6528,6528,#IowaWBB had been given a delay of game warning earlier. #CaitlinClark was a second offense and drew the T. Context is everything.,"[5044, 2638, 4481, 6190, 2852]","[18399, 842, 731, 7539, 16233]",0,2
6529,6529,6529,"Latest @lastwordonsport Media Pod UP. Hear @fangsbites on #FinalFour Coverage #JimNantz #CaitlinClark &amp; Ratings + @RexHoggardGC on #TheMasters w/#LIVGolf drama, etc.
@MikeKovacs @Announcerskeds @TheFamousJay @MikeGillShow

🎧📺🏀🏌️ Full Show: https://t.co/3NeU5q5XLe https://t.co/dHQKg2jiyJ","[8462, 2068, 1775, 1939, 4532]","[2709, 14243, 9497, 4937, 4940]",1,2
6530,6530,6530,"#AngelReece #CaitlinClark #Trashtalk #loveofthegame Women’s Basketball is still on the lips of fans in the national media 3 days after the finals.  Well done, girls. @CaitlinClark22 @Reese10Angel","[5865, 1594, 7965, 317, 6248]","[1844, 2484, 2564, 1277, 15484]",1,2
6531,6531,6531,"Who are Angel Reese parents, siblings, family and her ethnicity #angelreese #lsu #caitlinclark #ethnicity https://t.co/vxQAhk0HGD","[3735, 2527, 3496, 2182, 3730]","[22552, 4518, 17225, 12991, 15709]",0,2
6532,6532,6532,"#CaitlinClark showed great sportsmanship by stating that #LSU should enjoy their moment at the White House, acknowledging that runner-ups don't usually go. 😮

Increase the excitement of the game by placing a bet on your favorite team! 👌💸 Check out😉▶ https://t.co/B7H83wYMHL https://t.co/5YNJ48wFGr","[7838, 2638, 6190, 3462, 2852]","[12296, 17995, 8393, 842, 12657]",1,2
6533,6533,6533,"@HawkeyeReport Caitlin Clark is not just a name, it's a brand that exudes excellence in basketball. Her talents and achievements are unmatched, truly impressive! #caitlinclark #basketballqueen #athleticism See my bio bro","[5528, 5865, 6234, 7607, 2026]","[13564, 4133, 7425, 4242, 22874]",1,2
6534,6534,6534,"@FOS @gmraynor @CaitlinClark22 Caitlin Clark is not just a superstar on the court, but also off it. Her selflessness and dedication to helping others truly embodies the spirit of NIL. Bravo! 👏🙌 #CaitlinClark #NIL #CommunityService Check my bio plz","[7607, 5528, 392, 958, 2665]","[19899, 3136, 6640, 3825, 3763]",1,2
6535,6535,6535,"Last year Hy-Vee hired us to produce a #TikTok video featuring Iowa superstar #CaitlinClark. She sunk that “favorite shot” on the first take. Congratulations, Caitlin, on a remarkable year! 🏀 🙌 https://t.co/kr4usVEosU","[5528, 3094, 6150, 2598, 4601]","[9881, 15430, 19745, 16133, 11815]",1,2
6536,6536,6536,"“LSU might have messed up and created a monster! The last thing you want is a white woman with a grudge.”

😂😂😂 Roy Wood Jr is funny. 

#CaitlinClark #AngelReese #trashtalk #FunniestVideos #comedy","[6047, 3462, 4519, 5961, 6429]","[17778, 12296, 6499, 8393, 17995]",1,1
6537,6537,6537,"Since y’all wanna make up stories about Angel giving a 15yr old the finger let me set this here 😂😂😂 

#CaitlinClark  #Iowa https://t.co/ClCOez3wyM","[27, 1504, 951, 2235, 2182]","[1735, 1812, 15644, 6293, 7019]",0,1
6540,6540,6540,"As a former voter on the AP women's basketball poll &amp; Rutgers beat writer, I have some thoughts. My column: Oh, c’mon. Let the women trash talk. | Opinion https://t.co/VHfzWiSV0h #CaitlinClark #AngelReese","[3089, 4643, 8203, 279, 3151]","[12706, 15836, 24308, 758, 3354]",1,2
6541,6541,6541,"#jillbiden wants to invite the losing women’s ncaa basketball team #iowa to celebrate with national champs, #lsu …….huh? #LSUChampions #AngelReece #CaitlinClark https://t.co/a5Lylez99N","[8203, 3922, 959, 6190, 5528]","[842, 12657, 9671, 724, 24123]",0,1
6542,6542,6542,LMAOO this got me dead. Why they make this 😂💀#CaitlinClark #AngelReese https://t.co/eJb9UF2yso,"[3730, 6076, 951, 7651, 5257]","[19522, 7768, 17225, 14125, 15984]",1,2
6543,6543,6543,"America is so stupid &amp; it can't C that this is a double standard racist
Bullshit. #JillBiden inviting the lovers to the yt house is obvious racism too.
#CaitlinClark 
#AngelReese
#LSU #LSUCHAMPS https://t.co/M5fspspnO1","[5273, 2778, 6190, 1337, 7573]","[2720, 2719, 4628, 6247, 21481]",0,0
6545,6545,6545,Yessss speak it #CaitlinClark Well said!!!,"[661, 1413, 3230, 2665, 2455]","[9881, 3046, 7032, 4084, 12625]",1,2
6547,6547,6547,Reminder to check out Graham’s #column on the women’s #NationalChampionship game. #shoebootysports #AngelReese #CaitlinClark #LSU #Iowa 🏀,"[7838, 6190, 2638, 5527, 6647]","[12657, 842, 725, 724, 24123]",1,2
6548,6548,6548,"Caitlin Clark is the Eminem of women’s basketball to white people

#CaitlinClark #womensbasketball","[4716, 8203, 5892, 3482, 6777]","[6492, 7425, 6638, 980, 22060]",0,2
6549,6549,6549,"Don't let this 🤡🤡 change the subject... I missed where he called #CaitlinClark an ""effing idiot""","[7273, 4731, 6951, 1517, 7734]","[5178, 9881, 4385, 23146, 2923]",0,1
6550,6550,6550,@dijoni The Bible Says You Give YOU 🫵🏼 Will #Receive It Back 10 -Folds..#CaitlinClark Gave First So She Received It Back 10-Folds. SO STOP 🛑 WITH THE ANTICS OF #AngelReece. She’s Not Classless,"[197, 4270, 6076, 1213, 7069]","[1400, 24001, 7768, 3828, 16250]",1,2
6551,6551,6551,"#AngelReese10 #CaitlinClark Would their gestures have resulted in a technical foul during the course of a game?  If so, it’s inappropriate. This should hold for any personally-targeted gesture, any game.","[332, 1594, 7973, 4137, 7416]","[10753, 4923, 17155, 1776, 15876]",0,2
6553,6553,6553,"MID-WEEK BREAKDOWN (EP.7) Available
Apple: https://t.co/k53TkYZMjy
Amazon: https://t.co/GerbGILDmg
PodBean: https://t.co/5Com2Y4xBo
Spotify: https://t.co/Yk6kbhtPrj
#donaldtrump #AngelReese #CaitlinClark #jillbiden #podcast https://t.co/0c586A8fYv","[2068, 2277, 4421, 8334, 911]","[18740, 12040, 3490, 10679, 5571]",0,2
6554,6554,6554,"The Twitter blowups and media click bait antics have been as insufferable as any men’s event. That fact alone tells you the audience engagement was massive. Anyway, she’s right - let ‘em play and let ‘em smack talk.🔥🔥🔥😉🍻 #MarchMadness #CaitlinClark #Iowa #LSU #GetBetterRefs","[2455, 2721, 2646, 6579, 3230]","[17037, 16462, 15836, 19049, 20260]",1,2
6555,6555,6555,"This!!  I wish angel Reece would talk about her teammate who helped them win that game instead of her being a bayou barbie etc  jeez sick of hearing about reece/Clark
#lsu
#AngelReese 
#CaitlinClark 
https://t.co/9Mf9KkgdqD","[2026, 951, 6234, 2691, 6076]","[9368, 16138, 99, 9370, 6075]",0,2
6556,6556,6556,Deserved! 🤝 #CaitlinClark #MarchMadness #NCAATournament https://t.co/pGm0lBO3kW,"[2732, 1923, 5528, 2235, 2666]","[16420, 24205, 7141, 724, 2588]",1,2
6557,6557,6557,These 2 young ladies @Reese10Angel  &amp; #CaitlinClark  are examples of what is right with America! Mutual respect &amp; passion for the sport they love.  Thank you ladies for being role models for young ladies coming behind you.  To the rest of y’all starting ish kick rocks! #nay_isms,"[4643, 8203, 1336, 1748, 6777]","[18841, 12675, 20096, 13564, 18565]",1,2
6558,6558,6558,"#WeDoSeeYou Racism + Misogyny. Brought to you by folks who wait for fights on the ice, crashes on the track, blood baths ringside. #AngelReese #CaitlinClark","[2465, 3403, 7460, 352, 3222]","[20243, 24719, 11896, 16191, 18244]",0,0
6559,6559,6559,"Corey Holcomb GOES OFF On Iowa State Being Invited To The White House | ... https://t.co/C4NmMVxGbN via @YouTube 
#AngelReese #jillbiden #lsuvsiowa #CaitlinClark","[6190, 2778, 781, 3922, 4669]","[24123, 731, 11905, 2895, 6178]",0,1
